Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.E,Xc1.Q,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda.1,Xc2.lambda.2,Xc2.lambda.3,Xc2.lambda.4,Xc2.lambda.5,Xc2.lambda.6,Xc2.lambda.7,Xc2.lambda.8,Xc2.lambda.9,Xc2.lambda.10,Xc2.lambda.11,Xc2.lambda.12,Xc2.lambda.13,Xc2.lambda.14,Xc2.lambda.15,Xc2.lambda.16,Xc2.lambda.17,Xc2.lambda.18,Xc2.lambda.19,Xc2.lambda.20,Xc2.lambda.21,Xc2.lambda.22,Xc2.lambda.23,Xc2.lambda.24,Xc2.lambda.25,Xc2.lambda.26,Xc2.lambda.27,Xc2.lambda.28,Xc2.lambda.29,Xc2.lambda.30,protection
2.507907,2.507907,1.504744,3.26028,1.755535,3.26028,2.006326,3.761861,0.501581,2.758698,5.015815,4.012652,1.504744,1.504744,1.003163,3.26028,3.761861,0.752372,2.006326,3.761861,0.023989,0.026344,0.023762,0.023054,0.024522,0.027308,0.026695,0.024907,0.024192,0.027751,0.025304,0.023351,0.024817,0.025793,0.025241,0.024576,0.025635,0.024869,0.026574,0.02381,0.025136,0.026151,0.025838,0.022461,0.02398,0.025241,0.026348,0.024418,0.022652,0.024487,Trans-Golgi
17.027346,15.193632,11.788163,13.097959,6.025061,19.908897,13.097959,16.241469,7.596816,23.052407,33.530774,15.97951,7.072898,18.337142,9.692489,23.576326,20.956734,4.715265,10.740326,20.694775,0.023822,0.025492,0.023832,0.02433,0.023967,0.02422,0.024273,0.023963,0.025158,0.025381,0.023773,0.023506,0.023918,0.02433,0.02531,0.024532,0.02601,0.025415,0.024198,0.025327,0.024879,0.025457,0.024473,0.024834,0.024445,0.024293,0.024377,0.024941,0.024881,0.024704,Trans-Golgi
24.852645,21.302267,22.063062,25.106243,6.33996,25.867039,13.187118,26.881432,6.33996,26.881432,34.996582,23.838251,8.368748,20.79507,15.215905,26.627834,23.584653,5.579165,16.230299,24.345448,0.024294,0.024657,0.024794,0.024723,0.025162,0.024876,0.024222,0.024988,0.025482,0.024468,0.024203,0.023726,0.025534,0.025179,0.024443,0.024768,0.025856,0.025867,0.024848,0.024922,0.02541,0.024728,0.024914,0.025487,0.024496,0.024772,0.024589,0.0252,0.025215,0.024577,Trans-Golgi
37.916431,17.826382,12.450171,17.826382,8.488753,23.768509,19.807091,33.106137,9.620587,27.446968,36.784597,19.241174,12.73313,11.318338,23.768509,37.633472,21.7878,3.112543,6.225086,44.990392,0.024043,0.023566,0.02405,0.023218,0.023489,0.02358,0.023459,0.025032,0.023363,0.02419,0.024205,0.024228,0.023478,0.023233,0.024184,0.023821,0.024588,0.02446,0.023666,0.024653,0.024512,0.024354,0.023296,0.024092,0.023625,0.023384,0.022934,0.02368,0.024161,0.024497,Trans-Golgi
21.185602,17.051826,7.492469,12.659689,6.975747,18.601992,12.659689,17.051826,5.683942,15.50166,31.520043,14.726577,9.559357,14.209855,9.817718,23.510852,18.601992,4.133776,11.109523,24.285935,0.024005,0.024331,0.024368,0.025362,0.025314,0.024517,0.02436,0.024764,0.025662,0.025356,0.023988,0.024168,0.0249,0.024698,0.025001,0.023474,0.025313,0.024281,0.024768,0.025034,0.024937,0.025661,0.024842,0.024339,0.024968,0.024328,0.02456,0.025023,0.024126,0.025194,Trans-Golgi
26.026958,20.100027,8.76155,16.234637,0.515385,22.161568,9.019243,11.853862,3.607697,5.411546,11.080784,16.49233,3.092312,9.019243,16.49233,26.542343,10.823091,1.546156,3.350004,10.823091,0.025227,0.025572,0.024789,0.023404,0.024865,0.02562,0.024515,0.022769,0.02541,0.024597,0.02429,0.024882,0.024467,0.025143,0.024763,0.024066,0.024771,0.0252,0.025499,0.025735,0.024252,0.025045,0.023683,0.023691,0.024763,0.025041,0.024912,0.0246,0.025415,0.025322,Trans-Golgi
11.12242,3.255342,2.712785,5.968128,4.883014,8.138356,4.069178,10.308584,3.7979,6.239406,12.207534,6.781963,3.255342,5.968128,5.696849,9.494749,5.154292,1.627671,3.255342,10.851141,0.024207,0.02564,0.024804,0.023459,0.024927,0.023808,0.024028,0.023765,0.023372,0.023177,0.024207,0.024628,0.024702,0.025109,0.024306,0.023365,0.022485,0.025426,0.025064,0.025084,0.023487,0.025406,0.025306,0.025211,0.02243,0.024522,0.023961,0.024313,0.023694,0.02483,Trans-Golgi
11.220574,6.94607,11.220574,13.090669,2.671565,11.754887,8.281852,6.1446,4.007348,17.098017,21.639678,11.754887,4.007348,8.281852,6.678913,18.700956,10.686261,2.671565,5.610287,10.953417,0.024693,0.025269,0.023809,0.023452,0.025217,0.024783,0.023566,0.022556,0.025137,0.025462,0.024184,0.025066,0.024079,0.024743,0.024572,0.024202,0.024077,0.024164,0.024007,0.024534,0.024419,0.025776,0.024117,0.023911,0.025104,0.024751,0.023417,0.024138,0.024931,0.024709,Trans-Golgi
7.177542,9.484609,10.766313,12.304358,5.126816,12.81704,5.895838,7.177542,2.819749,16.662151,25.121398,12.048017,4.870475,9.484609,7.433883,18.200196,8.715587,2.563408,7.690224,9.74095,0.025442,0.02521,0.024378,0.023728,0.024815,0.024296,0.025141,0.024227,0.025538,0.02631,0.024868,0.025288,0.025273,0.024327,0.024891,0.026285,0.024871,0.023971,0.02369,0.025222,0.0249,0.023237,0.025045,0.025667,0.023932,0.024317,0.024922,0.024075,0.024464,0.025329,Trans-Golgi
5.463764,5.723943,6.244302,6.244302,2.341613,13.269141,8.325735,6.244302,1.561075,3.642509,12.748782,7.545198,3.642509,5.463764,3.38233,7.545198,7.545198,1.821255,2.861972,5.463764,0.026206,0.025105,0.023902,0.024782,0.024923,0.025357,0.021883,0.024537,0.026785,0.024231,0.02465,0.025533,0.024458,0.024268,0.023937,0.025952,0.024936,0.022135,0.025779,0.024953,0.022391,0.0256,0.023516,0.026117,0.024113,0.025411,0.024152,0.023967,0.024544,0.025699,Trans-Golgi
2.837507,2.601048,0.709377,2.601048,0.236459,0.945836,0.709377,1.418753,0,0.945836,3.073966,1.182295,1.418753,1.182295,0.236459,2.837507,1.418753,0.236459,0.472918,1.182295,0.025024,0.025862,0.021511,0.022691,0.026612,0.026487,0.024087,0.0252,0.027966,0.027018,0.024515,0.026539,0.024498,0.024646,0.02757,0.027836,0.027573,0.027734,0.030988,0.028189,0.026342,0.025112,0.025883,0.025827,0.019094,0.025082,0.026744,0.016875,0.023023,0.027013,Trans-Golgi
34.353544,21.669158,18.76232,27.218577,7.663483,34.88206,17.44103,25.368771,9.249031,26.425803,48.094961,28.275609,13.741417,20.08361,17.705288,41.752768,22.990448,2.906838,8.191999,32.767996,0.025216,0.026224,0.023504,0.022958,0.024619,0.025719,0.023836,0.023424,0.025159,0.025714,0.023794,0.023652,0.025235,0.025059,0.023954,0.024114,0.024736,0.025147,0.023018,0.024822,0.025571,0.024261,0.02384,0.024609,0.025132,0.024132,0.0242,0.024893,0.024927,0.024274,Trans-Golgi
112.308671,55.154131,52.296404,70.300084,32.578088,81.730992,68.299675,78.015947,42.008587,61.155358,179.751028,63.441539,29.434588,37.436224,77.444401,143.172122,82.302537,13.71709,24.290679,90.304173,0.023138,0.023904,0.023282,0.022982,0.023833,0.024005,0.02317,0.023553,0.023953,0.024394,0.023753,0.024136,0.023774,0.023591,0.023774,0.023776,0.023847,0.023921,0.024084,0.02357,0.023994,0.023559,0.023941,0.024032,0.024299,0.023941,0.023923,0.02433,0.023971,0.023801,Trans-Golgi
11.758143,16.317423,8.158712,15.597537,9.358522,15.837499,8.398674,21.356628,6.239015,9.11856,15.117613,13.67784,2.159659,12.47803,12.717992,19.196969,11.278219,3.839394,10.078409,15.117613,0.025755,0.025385,0.025669,0.025141,0.024265,0.025123,0.026477,0.024879,0.025333,0.024678,0.025073,0.02532,0.024132,0.025379,0.025472,0.024384,0.025326,0.026121,0.026336,0.025578,0.026628,0.024343,0.025413,0.025051,0.024548,0.025794,0.025736,0.025279,0.025711,0.025708,Trans-Golgi
6.258378,2.721034,1.360517,1.088414,1.360517,5.986275,6.802585,1.360517,0.81631,3.537344,6.258378,3.809447,0.81631,1.360517,1.63262,3.537344,2.44893,0.272103,0.544207,3.265241,0.023343,0.021477,0.023093,0.023091,0.023475,0.024412,0.014752,0.023763,0.023196,0.023794,0.02404,0.024247,0.026308,0.019414,0.027069,0.02539,0.024141,0.025297,0.024441,0.027783,0.02145,0.027988,0.027511,0.027368,0.023356,0.025018,0.025667,0.02236,0.026569,0.028085,Trans-Golgi
3.03983,3.03983,2.786511,3.546469,0.759958,5.066384,2.786511,4.053107,1.519915,4.559746,5.573023,1.773234,3.03983,3.03983,0.759958,4.306427,2.026554,0.253319,1.013277,2.533192,0.023954,0.02558,0.024635,0.024551,0.02557,0.024636,0.023514,0.022319,0.023049,0.024612,0.025935,0.027908,0.025327,0.02395,0.024787,0.023941,0.022945,0.026095,0.028055,0.024982,0.02429,0.026537,0.024939,0.022941,0.02287,0.025793,0.025992,0.027773,0.02641,0.02279,Trans-Golgi
14.482113,11.532053,11.80024,18.773109,2.413685,18.773109,8.85018,13.677551,5.90012,12.604802,21.454982,9.654742,2.95006,8.045618,15.554862,15.823049,17.432173,2.413685,6.972869,18.504922,0.023174,0.023164,0.024606,0.024072,0.024821,0.025091,0.024284,0.025859,0.024518,0.025663,0.024888,0.024348,0.023826,0.024447,0.024127,0.023117,0.023884,0.023379,0.024835,0.024215,0.02409,0.025321,0.025207,0.024821,0.024768,0.025205,0.024903,0.024222,0.0242,0.022757,Trans-Golgi
1.19302,3.101852,1.670228,1.431624,0,3.101852,1.19302,1.908832,0.477208,0.715812,4.533476,1.908832,0.954416,0.715812,1.19302,2.863248,1.908832,0.238604,0.238604,0.954416,0.021945,0.023639,0.024202,0.021482,0.024706,0.022878,0.021482,0.026143,0.023586,0.025175,0.026648,0.025626,0.025278,0.023973,0.028339,0.022682,0.024003,0.025024,0.028962,0.025416,0.023632,0.027515,0.02515,0.027408,0.027736,0.027821,0.029244,0.028128,0.028586,0.02499,Trans-Golgi
10.907693,6.651032,1.862289,6.651032,0.798124,17.026643,10.375611,3.458537,3.724578,4.256661,11.971858,9.311445,2.12833,2.12833,3.192496,9.843528,4.256661,0.532083,1.064165,7.449156,0.023507,0.025502,0.023462,0.023543,0.026694,0.026426,0.023819,0.023734,0.02563,0.024117,0.022092,0.022933,0.026044,0.022148,0.021155,0.025179,0.027349,0.022699,0.024159,0.026023,0.025984,0.023175,0.023287,0.026511,0.023997,0.022973,0.026921,0.026336,0.025061,0.023499,Trans-Golgi
10.580389,9.572733,5.794023,5.542109,3.274882,10.832303,5.794023,9.068905,3.778711,7.557421,15.366756,8.313163,3.274882,6.045937,8.061249,9.068905,6.045937,1.763398,2.267226,8.565077,0.024277,0.024104,0.024885,0.025531,0.025749,0.025907,0.024185,0.024417,0.024011,0.027131,0.023232,0.024891,0.025053,0.025061,0.024746,0.024961,0.024925,0.025033,0.024593,0.025315,0.024386,0.024614,0.025112,0.025717,0.023739,0.026209,0.025691,0.02477,0.025667,0.024176,Trans-Golgi
6.91306,4.352667,1.280196,3.584549,1.536235,3.072471,4.608706,6.65702,1.280196,1.280196,5.632863,1.536235,1.280196,2.816432,6.91306,3.32851,3.32851,1.024157,2.560392,4.608706,0.024452,0.025719,0.02523,0.025183,0.025925,0.025134,0.024662,0.025459,0.023422,0.024843,0.024149,0.023351,0.023128,0.024624,0.024275,0.026593,0.025178,0.024669,0.025884,0.025206,0.025711,0.022343,0.02316,0.025265,0.024624,0.023236,0.024429,0.024913,0.025765,0.027431,Trans-Golgi
14.260435,4.247789,14.867262,12.743367,1.517068,29.431111,6.06827,7.281924,4.247789,9.102405,11.833127,16.687743,2.123895,3.034135,13.350194,18.508224,14.867262,0.910241,1.820481,16.687743,0.024529,0.02511,0.022434,0.022311,0.023837,0.024453,0.020953,0.023804,0.024018,0.021856,0.022925,0.023687,0.022841,0.021683,0.024362,0.023018,0.022419,0.021865,0.025051,0.022626,0.022663,0.022763,0.025774,0.022574,0.022496,0.023617,0.022563,0.023358,0.022415,0.024582,Trans-Golgi
15.223679,11.357347,2.899748,4.832914,2.416457,4.832914,5.074559,10.874056,2.174811,1.69152,14.740387,5.557851,2.658103,4.107977,11.598993,7.007725,4.349622,2.174811,3.866331,10.63241,0.023708,0.025768,0.023558,0.024823,0.025343,0.025601,0.024987,0.023821,0.024148,0.02425,0.025884,0.0249,0.024144,0.02393,0.026884,0.025381,0.024795,0.02632,0.025417,0.026513,0.026563,0.025397,0.026702,0.026147,0.024155,0.02459,0.026354,0.026808,0.026207,0.025256,Trans-Golgi
2.243337,3.240375,1.246298,4.237413,0.747779,4.237413,1.994077,1.744817,0.747779,2.741856,6.48075,1.994077,0.498519,3.489635,1.744817,5.732971,2.243337,0,0.498519,1.744817,0.025877,0.027087,0.024271,0.026211,0.025822,0.025072,0.023503,0.02394,0.024575,0.024552,0.025509,0.028555,0.025079,0.024297,0.023038,0.025247,0.023522,0.02146,0.026549,0.024197,0.022753,0.025299,0.026408,0.02247,0.023221,0.026388,0.028102,0.02745,0.024458,0.025828,Trans-Golgi
20.389501,5.931491,4.819337,3.707182,0.370718,3.707182,5.931491,11.492264,2.224309,4.0779,11.121546,4.0779,2.595027,1.112155,17.423755,18.53591,36.330383,1.482873,2.224309,19.277346,0.020994,0.020739,0.021555,0.020802,0.018812,0.020035,0.021125,0.020532,0.02107,0.02203,0.022067,0.021629,0.020728,0.020852,0.020961,0.019932,0.021245,0.019623,0.020377,0.021075,0.019833,0.021597,0.021885,0.019761,0.022984,0.021486,0.022349,0.021291,0.020987,0.020925,Trans-Golgi
29.179983,29.179983,15.493796,24.531844,4.648139,20.916625,15.493796,22.466004,9.554508,20.141935,41.57502,22.982464,6.197518,11.103887,18.592555,49.838378,22.724234,2.840529,7.488668,22.207774,0.024795,0.026284,0.023949,0.023367,0.025391,0.025555,0.024343,0.024369,0.025735,0.025901,0.024145,0.02337,0.02564,0.024791,0.024359,0.024374,0.025422,0.024255,0.023725,0.025156,0.02464,0.024289,0.02354,0.025758,0.02496,0.02429,0.024447,0.024605,0.025545,0.02477,Trans-Golgi
5.26111,5.010581,4.509522,6.263226,0.501058,4.760052,4.258993,4.760052,3.256877,5.762168,11.774864,4.760052,1.753703,5.26111,5.26111,5.26111,4.258993,1.252645,2.254761,2.50529,0.025512,0.025816,0.023774,0.02525,0.022634,0.025067,0.025472,0.023841,0.026231,0.027488,0.024158,0.026196,0.025324,0.023893,0.024472,0.025408,0.026446,0.021592,0.023856,0.023616,0.025109,0.023899,0.024671,0.026068,0.025892,0.023886,0.025781,0.025668,0.024016,0.028437,Trans-Golgi
14.198237,6.084959,6.954238,18.254876,6.664479,21.731995,13.039197,11.300638,4.346399,6.954238,23.760315,12.459677,2.897599,3.766879,11.010878,21.442235,11.010878,0.86928,4.056639,9.272318,0.022391,0.023971,0.023002,0.023718,0.024041,0.024711,0.023277,0.023775,0.023401,0.023638,0.021621,0.02266,0.023965,0.024032,0.024873,0.024065,0.024001,0.0225,0.024506,0.023387,0.022691,0.023985,0.024126,0.024039,0.023749,0.024272,0.024321,0.024096,0.02322,0.024207,Trans-Golgi
20.304944,16.085735,4.219209,15.822034,5.010311,13.448729,11.602825,17.404238,5.274011,4.48291,30.852967,7.647317,2.109605,7.911017,21.359746,21.623447,12.921328,4.74661,2.373305,18.722741,0.025037,0.024343,0.023356,0.026681,0.024579,0.025525,0.025129,0.024961,0.024023,0.024455,0.024636,0.023412,0.024985,0.024672,0.024152,0.024555,0.024763,0.025057,0.024001,0.025314,0.023534,0.023193,0.024879,0.023829,0.024459,0.024786,0.024217,0.024105,0.025423,0.024241,Trans-Golgi
4.359349,3.077187,1.538594,3.077187,1.025729,3.590052,2.051458,1.795026,2.820755,1.538594,7.436536,2.564323,1.795026,2.30789,1.538594,5.64151,2.051458,0.769297,1.795026,4.615781,0.025721,0.027112,0.02411,0.02106,0.026064,0.024704,0.021862,0.026862,0.026417,0.023845,0.025266,0.025294,0.022576,0.024323,0.026667,0.02649,0.024482,0.024717,0.024516,0.024306,0.024486,0.025214,0.024475,0.025403,0.023741,0.02505,0.024971,0.025856,0.024484,0.023492,Trans-Golgi
13.586337,12.831541,4.025581,9.560756,3.270785,11.825145,6.038372,9.309157,3.773983,7.296366,17.611919,6.793169,4.025581,3.270785,5.786773,19.121512,6.54157,2.012791,2.26439,11.070349,0.023498,0.025968,0.024315,0.026037,0.024286,0.025178,0.025571,0.025351,0.025544,0.024634,0.025828,0.025768,0.02516,0.02493,0.023841,0.025736,0.025225,0.025926,0.02389,0.024094,0.024823,0.024727,0.024772,0.023704,0.025387,0.025191,0.023957,0.0253,0.025462,0.024298,Trans-Golgi
2.095117,3.928344,4.714013,2.618896,3.666455,2.880786,1.309448,2.357007,1.047559,4.190234,4.975903,2.880786,2.357007,2.095117,2.618896,4.714013,5.499682,1.571338,2.357007,4.190234,0.025894,0.023493,0.025689,0.025241,0.024142,0.023897,0.026165,0.02287,0.02579,0.023871,0.023173,0.023544,0.024695,0.023658,0.024486,0.024391,0.024243,0.023858,0.023422,0.028047,0.023426,0.024859,0.023528,0.024171,0.025616,0.02766,0.023341,0.025459,0.023006,0.026475,Trans-Golgi
4.829732,2.951503,2.683184,3.48814,1.073274,5.634687,2.683184,4.293095,2.951503,3.48814,8.317872,2.146548,1.341592,4.829732,4.024777,2.683184,4.829732,1.073274,1.341592,5.09805,0.024624,0.023536,0.023696,0.025082,0.024587,0.024238,0.023044,0.023152,0.022166,0.022294,0.024873,0.024386,0.025038,0.024636,0.025762,0.023843,0.023376,0.024542,0.025272,0.025131,0.02509,0.023908,0.024679,0.024483,0.024883,0.026226,0.025375,0.027323,0.022305,0.024131,Trans-Golgi
1.914825,1.094186,1.914825,1.094186,0,3.282557,2.188371,0.820639,0.273546,1.094186,3.282557,1.914825,0.547093,0.547093,1.914825,1.367732,1.094186,0,0.820639,1.914825,0.024259,0.023447,0.025616,0.021836,0.021954,0.022801,0.024454,0.021985,0.025049,0.024446,0.02415,0.026337,0.025383,0.023767,0.021592,0.022161,0.02455,0.02414,0.025641,0.022052,0.025825,0.024079,0.024051,0.022163,0.023541,0.028742,0.025931,0.027608,0.024899,0.023995,Trans-Golgi
4.152672,4.885497,2.198474,2.687023,0.977099,4.641222,3.664123,5.129772,1.465649,3.419848,5.618321,1.954199,1.709924,3.175573,3.175573,3.664123,4.152672,1.465649,1.954199,5.374046,0.026047,0.024293,0.024759,0.023261,0.024229,0.025134,0.023242,0.027143,0.026758,0.025288,0.025351,0.026173,0.025269,0.027166,0.027754,0.023347,0.024116,0.025878,0.026522,0.025694,0.025833,0.025429,0.023171,0.023835,0.025815,0.026497,0.024991,0.02537,0.023326,0.024034,Trans-Golgi
16.39119,15.585066,16.928606,15.04765,3.224496,16.659898,8.598657,12.897986,7.523825,9.673489,21.227935,9.942197,5.374161,7.255117,15.585066,27.945636,13.972818,2.68708,6.448993,17.734731,0.024173,0.024625,0.023503,0.02418,0.024016,0.025625,0.024291,0.024429,0.025112,0.025286,0.025255,0.023968,0.024465,0.02463,0.024987,0.024014,0.024011,0.023954,0.023868,0.025074,0.024478,0.023507,0.02324,0.024717,0.02376,0.023893,0.025769,0.023844,0.024587,0.024031,Trans-Golgi
9.788846,4.622511,7.341634,8.973109,0,9.516934,4.894423,5.982072,1.359562,5.166335,5.982072,7.613547,2.175299,5.71016,4.078686,13.323707,7.341634,0.543825,2.719124,3.806773,0.023906,0.023598,0.022368,0.022182,0.025669,0.024798,0.02361,0.025456,0.023762,0.023759,0.023436,0.024926,0.024009,0.02547,0.024702,0.025576,0.024349,0.024271,0.025237,0.024185,0.024373,0.022708,0.0258,0.024034,0.023603,0.022986,0.025981,0.022829,0.024344,0.026159,Trans-Golgi
13.147901,16.124785,5.209546,14.388269,4.217251,12.403681,7.690282,12.155607,5.457619,7.442208,19.349742,8.186429,3.473031,6.946061,10.667165,23.070846,13.147901,5.457619,6.946061,22.574699,0.025129,0.024517,0.025663,0.025336,0.024998,0.026306,0.02536,0.023901,0.026082,0.02485,0.025976,0.025792,0.026417,0.024548,0.023813,0.025761,0.024857,0.025428,0.025131,0.024826,0.025453,0.024958,0.024601,0.025249,0.024142,0.024328,0.025004,0.02463,0.024802,0.02407,Trans-Golgi
18.704815,12.291736,8.817984,10.955677,5.878656,11.490101,10.955677,17.90318,6.947503,6.680291,17.635968,6.413079,2.137693,5.611445,12.826159,16.29991,14.69664,4.542598,5.878656,15.498275,0.024565,0.02407,0.024589,0.023815,0.022671,0.02426,0.025031,0.022899,0.024087,0.02431,0.024279,0.02524,0.024199,0.02461,0.023714,0.02461,0.025863,0.024387,0.024289,0.024628,0.025724,0.025883,0.023464,0.023541,0.025265,0.02546,0.024793,0.023884,0.024177,0.024483,Trans-Golgi
30.607579,18.52564,10.739501,18.52564,6.980676,24.700853,15.840764,25.774803,7.786138,12.618914,31.413041,16.109252,6.712188,13.692864,31.950016,32.755479,14.766814,4.295801,8.591601,19.59959,0.024681,0.024994,0.023602,0.024395,0.024576,0.024965,0.024244,0.025315,0.024019,0.024303,0.024154,0.024011,0.025049,0.023937,0.024071,0.024636,0.024374,0.024042,0.023694,0.023595,0.023905,0.024092,0.024651,0.025161,0.024041,0.024152,0.024086,0.02524,0.024299,0.025228,Trans-Golgi
34.521806,25.279747,16.58134,26.910699,9.785709,39.142835,19.299592,27.454349,14.678563,23.376971,61.432505,25.279747,14.134913,17.396815,32.890854,44.57934,29.628951,5.16468,8.970233,28.813476,0.024546,0.025651,0.02349,0.023174,0.025439,0.024825,0.023052,0.024328,0.024368,0.024064,0.023954,0.024418,0.024425,0.024689,0.023537,0.024273,0.024154,0.023991,0.024845,0.024365,0.024307,0.02446,0.024191,0.024134,0.023861,0.024435,0.024366,0.024254,0.024067,0.024512,Trans-Golgi
21.242643,15.725073,25.932577,16.27683,5.241691,75.866582,42.761164,8.828111,9.655747,19.863251,64.003807,52.69279,10.207504,7.17284,4.965813,32.001904,23.173792,0.827635,6.345205,21.7944,0.02484,0.024988,0.024003,0.024539,0.025221,0.025222,0.021331,0.024518,0.024824,0.023256,0.023084,0.025712,0.025812,0.022038,0.023863,0.024351,0.024002,0.022765,0.0248,0.025467,0.021507,0.025265,0.025164,0.02298,0.02382,0.024471,0.025085,0.022296,0.024243,0.024652,Trans-Golgi
6.304896,5.296113,4.791721,8.070267,2.521958,8.322463,4.035133,7.818071,1.260979,8.070267,9.07905,7.313679,3.530742,4.791721,5.296113,6.809288,5.296113,0.252196,6.304896,7.565875,0.025205,0.026174,0.022624,0.025002,0.026189,0.025675,0.023651,0.026809,0.026606,0.024467,0.026333,0.026443,0.023524,0.022216,0.02526,0.023921,0.022549,0.025378,0.024154,0.023871,0.024256,0.025797,0.024907,0.025086,0.025954,0.02446,0.025694,0.025158,0.025294,0.025147,Trans-Golgi
0.762692,1.271153,1.016923,0.762692,0.762692,4.321922,0.508461,2.542307,0.508461,1.016923,3.304999,1.016923,0.254231,0.508461,1.271153,1.016923,1.016923,0.508461,0.254231,2.288076,0.024336,0.027703,0.024997,0.027398,0.029481,0.027377,0.022464,0.026544,0.023146,0.024377,0.023854,0.026882,0.024758,0.0269,0.029657,0.025537,0.022342,0.023298,0.022957,0.021968,0.027141,0.022865,0.023007,0.025348,0.025448,0.022275,0.02224,0.025437,0.023461,0.02257,Trans-Golgi
16.826329,7.379969,8.855963,9.44636,2.36159,15.350336,10.036758,10.627155,3.542385,8.265565,26.567889,12.693547,2.951988,5.903975,23.615901,21.844708,9.741559,2.066391,2.36159,12.988746,0.024383,0.023742,0.023117,0.02224,0.023967,0.024359,0.02354,0.02483,0.023529,0.022799,0.024869,0.022891,0.023541,0.022782,0.023371,0.023993,0.022642,0.023529,0.022708,0.023411,0.023779,0.023142,0.024277,0.023444,0.023239,0.02345,0.023606,0.02365,0.02387,0.022102,Trans-Golgi
14.404743,5.473803,14.116649,8.066656,0.864285,10.65951,9.219036,7.202372,3.169044,9.795226,20.166641,11.523795,2.880949,5.473803,9.795226,16.421408,8.642846,0.864285,2.880949,6.914277,0.025119,0.025315,0.022658,0.023736,0.024678,0.023157,0.023667,0.02352,0.024146,0.023992,0.023595,0.023641,0.023682,0.022549,0.023853,0.024158,0.02358,0.024039,0.022704,0.023571,0.023113,0.023419,0.02397,0.024399,0.023962,0.0244,0.022801,0.024542,0.02335,0.022589,Trans-Golgi
13.759607,6.177783,6.177783,8.143441,2.527275,10.389907,9.828291,9.266674,2.808083,5.896974,19.094965,10.951524,4.773741,5.05455,16.848498,14.602032,7.020208,2.808083,2.527275,13.478799,0.024175,0.024408,0.023568,0.022841,0.023539,0.02424,0.024463,0.024142,0.024756,0.024047,0.025323,0.02321,0.024825,0.023552,0.023176,0.02317,0.023567,0.024245,0.022878,0.024133,0.023922,0.023935,0.024285,0.024037,0.023836,0.024267,0.023547,0.024018,0.025905,0.023185,Trans-Golgi
5.56364,5.805538,3.386564,5.56364,1.209487,5.805538,3.144666,3.628461,1.209487,1.693282,10.885383,4.837948,1.451384,1.209487,1.935179,3.628461,4.596051,1.209487,0.96759,4.354153,0.022608,0.025666,0.026016,0.024353,0.025609,0.025168,0.023623,0.024174,0.02517,0.025818,0.025786,0.023095,0.025732,0.028582,0.026154,0.024212,0.024322,0.024747,0.024893,0.026392,0.026412,0.025655,0.024683,0.025773,0.02644,0.026902,0.025523,0.023694,0.024215,0.026687,Trans-Golgi
9.90715,5.214289,2.867859,8.082148,1.825001,11.471436,6.517862,11.471436,5.214289,4.953575,13.817867,9.646435,1.564287,1.564287,4.432146,7.039291,4.171431,0.521429,2.34643,7.821434,0.02488,0.023513,0.024933,0.023831,0.02397,0.025274,0.022665,0.025901,0.021968,0.025775,0.025554,0.024699,0.024555,0.022394,0.02411,0.026172,0.025293,0.023932,0.025247,0.02514,0.024814,0.025925,0.02606,0.023749,0.025034,0.024715,0.025819,0.024074,0.025685,0.023605,Trans-Golgi
11.120264,5.560132,4.765828,7.943046,1.588609,8.472582,5.8249,10.590728,4.236291,10.32596,19.328079,10.32596,2.91245,9.266887,6.883973,13.767946,7.41351,2.382914,5.295364,10.855496,0.023249,0.021996,0.024606,0.023896,0.025095,0.024629,0.025323,0.025312,0.025016,0.024455,0.025018,0.023671,0.024447,0.024843,0.024832,0.023363,0.024521,0.024917,0.025423,0.024259,0.024628,0.024566,0.025084,0.024764,0.02456,0.024717,0.024883,0.025059,0.024014,0.024086,Trans-Golgi
8.81104,6.141028,3.738017,2.937013,2.937013,3.738017,3.471016,4.27202,3.738017,6.141028,13.617062,1.869009,2.403011,7.209033,4.539021,6.675031,5.340024,1.068005,2.937013,8.544039,0.023311,0.022304,0.022535,0.022953,0.023065,0.023299,0.024069,0.022796,0.024244,0.023296,0.023434,0.025504,0.024038,0.02489,0.025089,0.024637,0.024108,0.025619,0.026377,0.025132,0.024619,0.026363,0.025741,0.026039,0.026135,0.024289,0.024826,0.02489,0.026032,0.023364,Trans-Golgi
10.586672,11.64534,10.586672,11.380673,5.293336,15.086008,8.469338,9.792672,9.792672,12.43934,32.554017,10.057339,5.82267,8.998671,9.263338,17.732676,10.851339,3.176002,9.528005,14.027341,0.024154,0.025414,0.023318,0.024428,0.024704,0.025508,0.02542,0.025086,0.023724,0.025419,0.024485,0.022502,0.024026,0.023829,0.024296,0.023337,0.025583,0.024843,0.025214,0.026048,0.024365,0.024593,0.024947,0.024623,0.025304,0.02374,0.023454,0.023775,0.024058,0.025138,Trans-Golgi
